acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.889,['Eugénie Buffet'],0.596,189057,0.24100000000000002,0,03jhOCrZUHaJ3hdbDJpTrY,0.0,9,0.0512,-12.793,1,La Sérénade Du Pavé,0,1929,0.0482,109.681,0.7390000000000001,1929
0.0587,['Эрих Мария Ремарк'],0.7240000000000001,175800,0.293,1,03zFuXbWXhc3yKnE3npAZ0,0.0,1,0.337,-17.416,1,Часть 30.2 - На Западном фронте без перемен,0,1929,0.8540000000000001,121.603,0.59,1929
0.12,['Эрнест Хемингуэй'],0.634,144124,0.235,1,04NdEquVv7jDz4kvqFXbC6,0.0,7,0.4320000000000001,-22.768,1,Часть 82.4 & Часть 83.1 - Прощай оружие,0,1929,0.912,83.40899999999998,0.507,1929
0.97,"['Richard Strauss', 'Elisabeth Ohms', 'Adele Kern', 'Elfriede Marherr', 'Unknown Orchestra', 'Julius Pruwer']",0.16,270088,0.34,0,04fpXfm8WfsSk7Mh0VYeLj,0.28800000000000003,1,0.114,-12.709000000000001,1,"Der Rosenkavalier, Op. 59, TrV 227: Hab mir's gelobt",1,1929-01-01,0.0408,83.029,0.0739,1929
0.988,['K.C.Dey'],0.37,181093,0.258,0,05KAGqxC5jsk1APMyIAJXm,1.47e-06,2,0.257,-14.449000000000002,1,Lakkhi Hara Kadechhe Kara,0,1929-12-31,0.0351,84.137,0.371,1929
0.992,"['Francisco Canaro', 'Antonio Buglione']",0.693,187507,0.109,0,06vMsXeUV6YNucFCEfVjtj,0.111,5,0.198,-15.446,1,Llegó la Lancha - Remasterizado,0,1929-10-22,0.191,114.633,0.515,1929
0.996,"['Francisco Canaro', 'Charlo']",0.743,168347,0.159,0,0824IiWIQJCw9GP8RKjU6o,0.281,7,0.15,-14.196,1,De a Traicion,0,1929,0.129,121.057,0.8220000000000001,1929
0.992,['Francisco Canaro'],0.606,160907,0.332,0,0874YaGRpvsVw92BDQZr2A,0.8390000000000001,5,0.16899999999999998,-15.344000000000001,1,Sos Más Loca Que un Bagual - Instrumental (Remasterizado),0,1929-10-15,0.361,165.56400000000005,0.9640000000000001,1929
0.985,"['Francisco Canaro', 'Charlo']",0.696,159000,0.321,0,08b1sqtLBnxmr1uqYNVeJ1,0.821,0,0.114,-7.065,0,Se va la muchachada - Instrumental (Remasterizado),0,1929-10-22,0.08900000000000001,118.42299999999999,0.8190000000000001,1929
0.0225,['Эрих Мария Ремарк'],0.732,99438,0.198,1,0AjeCgalMqUEqpkMhLaUEd,0.0,11,0.271,-19.955,0,Часть 111.4 & Часть 112.1 - На Западном фронте без перемен,0,1929,0.91,95.914,0.855,1929
0.00432,['Эрих Мария Ремарк'],0.631,167000,0.258,1,0Al7vdSB6BG0Y8EG9eSDtE,0.0,9,0.341,-18.977999999999998,1,Часть 114.2 - На Западном фронте без перемен,0,1929,0.958,169.49099999999999,0.563,1929
0.995,"['Francisco Canaro', 'Charlo']",0.625,179000,0.155,0,0BNYfaz6wi8hwz2yWfGciG,0.7659999999999999,7,0.115,-14.572000000000001,1,La Canción de Vidalita - Remasterizado,0,1929-10-22,0.0586,118.96700000000001,0.725,1929
0.0495,['Эрих Мария Ремарк'],0.7070000000000001,97366,0.254,1,0D1yPsAxAg7LvHIPKEuZZM,0.0,5,0.342,-17.282,1,Часть 60.4 & Часть 61.1 - На Западном фронте без перемен,0,1929,0.9490000000000001,87.60600000000002,0.613,1929
0.0192,['Эрих Мария Ремарк'],0.718,108500,0.171,1,0DOcsYmIBr7hHJCzYxV2sn,0.0,9,0.32899999999999996,-22.018,1,Часть 104.3 - На Западном фронте без перемен,0,1929,0.9309999999999999,117.167,0.6559999999999999,1929
0.0209,['Эрих Мария Ремарк'],0.722,95800,0.254,1,0DTHAqYYoSwkgpIT8pDDkb,0.0,0,0.11900000000000001,-19.596,1,Часть 61.3 - На Западном фронте без перемен,0,1929,0.9520000000000001,96.094,0.591,1929
0.986,['Francisco Canaro'],0.722,187000,0.174,0,0DXiJ6NXLtD5SRzsOHPQPI,0.0014,7,0.11199999999999999,-13.415,0,Noches de Carnaval - Instrumental (Remasterizado),0,1929-10-31,0.136,120.306,0.7290000000000001,1929
0.995,['Francisco Canaro'],0.785,179000,0.0766,0,0EgaefE91v3QSrHNEYLPSW,0.0497,9,0.11199999999999999,-19.239,1,Miau - Instrumental (Remasterizado),0,1929-10-22,0.0622,120.251,0.851,1929
0.47700000000000004,['Эрнест Хемингуэй'],0.7020000000000001,260141,0.19,1,0FkC8HerpXznvhFH9kMKLL,0.0,6,0.184,-20.119,1,Часть 34.2 & Часть 35.1 - Прощай оружие,0,1929,0.929,86.089,0.799,1929
0.0141,['Эрих Мария Ремарк'],0.768,103900,0.228,1,0G6hDEXknoGmaKjN31ssYJ,0.0,8,0.0759,-20.616999999999997,0,Часть 82.2 - На Западном фронте без перемен,0,1929,0.9490000000000001,78.816,0.636,1929
0.991,['Ignacio Corsini'],0.583,99280,0.264,0,0GIktGq7pSVBKqhVd546e9,5.400000000000001e-05,9,0.141,-18.241,0,Pata de Palo - Remasterizado,0,1929-06-19,0.289,73.046,0.9229999999999999,1929
0.0243,['Эрих Мария Ремарк'],0.6779999999999999,104277,0.27399999999999997,1,0GXF5pT07lSNCWCJq9H2Cw,0.0,11,0.158,-18.461,1,Часть 110.2 & Часть 111.1 - На Западном фронте без перемен,0,1929,0.9520000000000001,97.51299999999999,0.607,1929
0.287,['Эрнест Хемингуэй'],0.723,325500,0.244,1,0GqE7jm2cyX4dLR1zt84vi,0.0,11,0.187,-18.129,0,Часть 28.3 & Часть 29.1 - Прощай оружие,0,1929,0.836,111.491,0.755,1929
0.0335,['Эрих Мария Ремарк'],0.696,105674,0.368,1,0IAOvkGXGurwcfkHPnNXLZ,0.0,9,0.36200000000000004,-20.143,1,Часть 40.4 & Часть 41.1 - На Западном фронте без перемен,0,1929,0.946,135.041,0.41700000000000004,1929
0.99,['Ignacio Corsini'],0.609,132587,0.293,0,0IMJXw5S0uWEhMl7fTqNqm,0.0021899999999999997,3,0.16399999999999998,-17.479,0,Besos de Plata - Remasterizado,0,1929-06-19,0.0928,105.446,0.7140000000000001,1929
0.0718,['Эрих Мария Ремарк'],0.6970000000000001,99300,0.24,1,0IQ9wjEvNUAiw6tXjVgGi1,0.0,8,0.34600000000000003,-18.725,1,Часть 59.3 - На Западном фронте без перемен,0,1929,0.9259999999999999,103.54299999999999,0.602,1929
0.0114,['Эрих Мария Ремарк'],0.623,117833,0.249,1,0JRAlCM6XPHHv90mrDFUqs,0.0,9,0.364,-21.124000000000002,1,Часть 70.3 & Часть 71.1 - На Западном фронте без перемен,0,1929,0.9520000000000001,173.438,0.542,1929
0.0995,['Эрих Мария Ремарк'],0.6579999999999999,109500,0.262,1,0JsNS5vHb4L9XNuRSaF1yF,0.0,0,0.22699999999999998,-17.5,1,Часть 15.2 & Часть 16.1 - На Западном фронте без перемен,0,1929,0.9540000000000001,86.02600000000002,0.826,1929
0.9940000000000001,"['Francisco Canaro', 'Charlo']",0.6859999999999999,186000,0.127,0,0KF5d3A8M9yc7WdG1zSy07,0.0136,11,0.114,-12.423,1,Dios Perdona - Remasterizado,0,1929-10-22,0.0997,116.264,0.816,1929
0.993,['Francisco Canaro'],0.762,160360,0.18100000000000002,0,0LLoD4vhTL48yBtHNOAW7m,0.805,2,0.111,-16.480999999999998,1,"Lengue, Lengue",0,1929,0.0892,105.757,0.9009999999999999,1929
0.389,['Эрнест Хемингуэй'],0.6679999999999999,204400,0.185,1,0LSHSR3kvYw8EZb02j7Dnm,0.0,6,0.172,-20.334,1,Часть 36.2 & Часть 37.1 - Прощай оружие,0,1929,0.9309999999999999,67.175,0.769,1929
0.995,"['Francisco Canaro', 'Charlo']",0.519,170720,0.168,0,0M0Ferguuv1AzcTxDeOBtK,0.317,0,0.154,-12.65,1,Pasión - Remasterizado,0,1929-10-18,0.111,55.638999999999996,0.54,1929
0.988,['André Baugé'],0.39799999999999996,189753,0.257,0,0NFLjcodpbBx4R5ieuJVci,0.00349,3,0.124,-12.112,1,Ce N'est Que Votre Main Madame,0,1929,0.0761,173.018,0.38,1929
0.0132,['Эрих Мария Ремарк'],0.767,98200,0.267,1,0NekBgN4BGprbbnUWVXFYs,0.0,5,0.314,-20.831,0,Часть 87.2 - На Западном фронте без перемен,0,1929,0.953,64.192,0.644,1929
0.23,['Эрнест Хемингуэй'],0.6409999999999999,117600,0.18600000000000005,1,0Op41lyhFDcaVci91MLKMc,0.0,7,0.483,-25.180999999999997,1,Часть 10.4 - Прощай оружие,0,1929,0.924,88.07600000000002,0.5,1929
0.11199999999999999,['Эрих Мария Ремарк'],0.682,95394,0.341,1,0OzmhK4tlBxei67qTLjDc4,0.0,10,0.11599999999999999,-16.634,0,Часть 31.4 & Часть 32.1 - На Западном фронте без перемен,0,1929,0.922,144.634,0.542,1929
0.0689,['Эрих Мария Ремарк'],0.705,98824,0.272,1,0Q50iZNeD3OVINtfuWs2Zk,0.0,2,0.16,-18.875999999999998,0,Часть 58.2 & Часть 59.1 - На Западном фронте без перемен,0,1929,0.955,132.664,0.563,1929
0.085,['Эрих Мария Ремарк'],0.68,114723,0.214,1,0QA2fxuSb23MdHFdqFSOf5,0.0,6,0.152,-18.359,1,Часть 10.2 & Часть 11.1 - На Западном фронте без перемен,0,1929,0.943,88.994,0.8109999999999999,1929
0.0441,['Эрих Мария Ремарк'],0.727,115955,0.317,1,0QH0m4QggCHMWscVmf5Dmg,0.0,10,0.225,-17.794,0,Часть 18.3 & Часть 19.1 - На Западном фронте без перемен,0,1929,0.856,120.47399999999999,0.621,1929
0.0258,['Эрих Мария Ремарк'],0.7170000000000001,100300,0.245,1,0QbcFleyMve6yxueRHnKJs,0.0,5,0.0939,-20.024,1,Часть 14.3 - На Западном фронте без перемен,0,1929,0.932,116.45,0.612,1929
0.102,['Эрих Мария Ремарк'],0.6859999999999999,98488,0.267,1,0RSrroyZSvW0abWPMuZMOt,0.0,0,0.389,-16.365,0,Часть 64.4 & Часть 65.1 - На Западном фронте без перемен,0,1929,0.915,99.15799999999999,0.465,1929
0.9940000000000001,"['Francisco Canaro', 'Charlo']",0.634,170000,0.203,0,0RXsD0IWUS83eNvxMyj5H9,0.9359999999999999,7,0.109,-13.78,1,Aquel Novio - Remasterizado,0,1929-11-06,0.0537,115.28,0.614,1929
0.0141,['Эрих Мария Ремарк'],0.7190000000000001,177300,0.233,1,0S3TZwHcyYl3AYZ3ucnl7e,0.0,11,0.172,-17.839000000000006,0,Часть 21.2 - На Западном фронте без перемен,0,1929,0.946,126.618,0.65,1929
0.9940000000000001,"['Francisco Canaro', 'Charlo']",0.802,160627,0.314,0,0SEQfgOMqaDf4Uz7mx4kzn,0.542,9,0.152,-10.392000000000001,1,Palermo - Remasterizado,0,1929-10-17,0.12300000000000001,122.11200000000001,0.9640000000000001,1929
0.9940000000000001,"['Francisco Canaro', 'Charlo']",0.752,163507,0.201,0,0SnTgroeEk5nWJAIvL7BNE,0.7759999999999999,2,0.113,-12.867,1,Corazón de Criollo - Remasterizado,0,1929-11-06,0.0876,119.59700000000001,0.721,1929
0.017,['Эрих Мария Ремарк'],0.634,133000,0.24100000000000002,1,0SuvKr2Ysc3JnXbF1LGNTU,0.0,9,0.0729,-20.636,0,Часть 13.3 - На Западном фронте без перемен,0,1929,0.9590000000000001,165.69099999999997,0.5489999999999999,1929
0.9940000000000001,['Francisco Canaro'],0.691,150093,0.217,0,0TVGeXOR29BVoY2LulIZgV,0.8390000000000001,2,0.11699999999999999,-14.828,1,Barrilito - Instrumental (Remasterizado),0,1929-10-18,0.14800000000000002,103.34100000000001,0.902,1929
0.0805,['Эрнест Хемингуэй'],0.701,101494,0.15,1,0TVO4lk5En5w8oDEPTE8pS,0.0,6,0.486,-24.361,0,Часть 21.2 - Прощай оружие,0,1929,0.855,110.227,0.6859999999999999,1929
0.0765,['Эрих Мария Ремарк'],0.626,96000,0.23199999999999998,1,0Ta7MvLSnxyGPl6cHCecBy,0.0,10,0.314,-19.988,0,Часть 35.2 - На Западном фронте без перемен,0,1929,0.9420000000000001,170.31599999999997,0.631,1929
0.057,['Эрих Мария Ремарк'],0.684,114800,0.292,1,0TeV20rUNgzecdA8BTNFVU,0.0,2,0.223,-18.072,1,Часть 5.4 - На Западном фронте без перемен,0,1929,0.927,87.48,0.71,1929
0.995,['Francisco Canaro'],0.564,204493,0.22,0,0ULiIKUugxTjrYK4vN8jzG,0.861,0,0.111,-13.47,1,Malacara - Instrumental (Remasterizado),0,1929-11-06,0.11699999999999999,171.601,0.7979999999999999,1929
0.099,['Эрнест Хемингуэй'],0.6940000000000001,106000,0.222,1,0UMQb3B6f7AcvWocXizwOM,0.0,7,0.249,-24.015,1,Часть 92.2 - Прощай оружие,0,1929,0.9279999999999999,82.686,0.344,1929
0.995,['Francisco Canaro'],0.807,181000,0.172,0,0VdF3ZkPBMAi88cqDu9v5f,0.722,7,0.121,-13.186,1,Meterete - Instrumental (Remasterizado),0,1929-10-22,0.0989,115.73200000000001,0.723,1929
0.9840000000000001,"['Cornélio Pires', 'Pedro Massa']",0.794,90528,0.405,0,0W0V6QfOIKhU6fgZSvuQNy,0.006220000000000001,9,0.146,-13.046,0,Danças Regionais Paulistas - Cururu e Caninha Verde,0,1929-08-07,0.11599999999999999,118.412,0.961,1929
0.0414,['Эрих Мария Ремарк'],0.6809999999999999,192900,0.23199999999999998,1,0WIVADSHLAje2aIH7tOWkb,0.0,5,0.0884,-19.971,1,Часть 73.2 - На Западном фронте без перемен,0,1929,0.9470000000000001,81.304,0.6609999999999999,1929
0.795,['Memphis Minnie'],0.802,149293,0.491,0,0WnJltbUTZSjGAjeDuOgn1,0.00078,5,0.183,-10.107999999999999,1,Killer Diller Blues,1,1929,0.0518,135.375,0.938,1929
0.981,"['Richard Strauss', 'London Philharmonic Orchestra']",0.326,250960,0.0777,0,0Xdt2h2J0qJi7pHsWoJTp1,0.49,0,0.14,-24.95300000000001,1,Le Bourgeois Gentilhomme – Suite Op.60: I Overture,0,1929,0.0449,138.461,0.272,1929
0.043,['Эрих Мария Ремарк'],0.636,136948,0.193,1,0Z21797Gvowk5Q6Yj4BPCa,0.0,0,0.321,-20.912,1,Часть 75.2 & Часть 76.1 - На Западном фронте без перемен,0,1929,0.951,166.74900000000005,0.5379999999999999,1929
0.987,['Carroll Gibbons'],0.565,171533,0.266,0,0b0LXBw9roY9jtSb3fofYI,0.172,5,0.129,-14.200999999999999,1,All By Yourself in the Moonlight (Carroll Gibbons),0,1929,0.0907,184.66,0.856,1929
0.992,['Carroll Gibbons'],0.778,184693,0.12300000000000001,0,0bNAi7r6oxK4NNoRslsd9f,0.11599999999999999,0,0.179,-16.226,0,"There's a Blue Ridge 'Round My Heart, Virginia (Carroll Gibbons)",0,1929,0.0482,94.17399999999999,0.693,1929
0.309,['Эрнест Хемингуэй'],0.715,116653,0.255,1,0bNwDgtUnHLqcZebOrepht,0.0,7,0.522,-20.658,1,Часть 8.4 & Часть 9.1 - Прощай оружие,0,1929,0.94,88.24700000000001,0.628,1929
0.0621,['Эрих Мария Ремарк'],0.698,210863,0.28300000000000003,1,0bPm3Z1VZP4sjm4OdiTHzy,0.0,0,0.35600000000000004,-18.084,1,Часть 47.3 & Часть 48.1 - На Западном фронте без перемен,0,1929,0.935,86.73,0.574,1929
0.254,['Эрнест Хемингуэй'],0.7040000000000001,119104,0.16399999999999998,1,0bVfZ3p1tdsNtKh3MQIecT,0.0,4,0.33799999999999997,-24.13300000000001,0,Часть 9.3 & Часть 10.1 - Прощай оружие,0,1929,0.893,132.904,0.49,1929
0.9940000000000001,['Ignacio Corsini'],0.665,138093,0.278,0,0bXeviwwwtNsBynuH7fWRr,0.0033200000000000005,11,0.605,-16.393,1,Carro Viejo - Remasterizado,0,1929-06-19,0.359,105.90899999999999,0.64,1929
0.0312,['Эрих Мария Ремарк'],0.624,115400,0.248,1,0coov1wLXb0FCQhJRMssFZ,0.0,11,0.18100000000000002,-18.482,1,Часть 111.3 - На Западном фронте без перемен,0,1929,0.945,177.685,0.6990000000000001,1929
0.992,"['Francisco Canaro', 'Charlo']",0.39799999999999996,196547,0.261,0,0d49Igstf2JffJag7jxldL,0.183,11,0.127,-11.011,0,Siempre Contigo - Remasterizado,0,1929-10-18,0.0626,180.604,0.7190000000000001,1929
0.9940000000000001,['Ignacio Corsini'],0.664,140733,0.19,0,0dHLJmyF56K1vdLnGL5i7k,0.48700000000000004,2,0.21899999999999997,-20.109,1,Manguero - Remasterizado,0,1929-06-21,0.152,127.932,0.9129999999999999,1929
0.965,['Gaston Gabaroche'],0.7559999999999999,164165,0.29,0,0eBOFpdJpBLDhEZvUCjM7P,0.0,5,0.0528,-12.675999999999998,1,J'hésite,0,1929,0.0616,84.26,0.86,1929
0.846,['Steve Correll Group'],0.5489999999999999,293480,0.313,0,0eHom4XwMWUhAKKVv7pfPx,0.0622,5,0.13699999999999998,-14.48,0,There Will Never Be Another You,0,1929,0.0329,95.435,0.6759999999999999,1929
0.9890000000000001,['Carroll Gibbons'],0.69,164987,0.11900000000000001,0,0ey9Mk35m36XQxspGI4XrN,0.0018800000000000002,5,0.332,-15.029000000000002,1,Halfway to Heaven (Carroll Gibbons),0,1929,0.057,96.84,0.521,1929
0.503,['Эрнест Хемингуэй'],0.705,123790,0.248,1,0fG9o7DZA0ifeHBwdH6i5D,0.0,7,0.37799999999999995,-20.173,1,Часть 53.3 & Часть 54.1 - Прощай оружие,0,1929,0.8490000000000001,107.63799999999999,0.659,1929
0.1,['Эрих Мария Ремарк'],0.698,164500,0.237,1,0hDwvmuQKimLg3wJFFFL4g,0.0,9,0.138,-18.199,1,Часть 12.2 - На Западном фронте без перемен,0,1929,0.9470000000000001,139.082,0.787,1929
0.44,['Эрнест Хемингуэй'],0.68,351021,0.24,1,0hfVHt5c2m7b4ITFOzLKA0,0.0,11,0.10300000000000001,-17.909000000000006,0,Часть 35.2 & Часть 36.1 - Прощай оружие,0,1929,0.915,82.465,0.8009999999999999,1929
0.992,['Memphis Minnie'],0.816,148400,0.322,0,0hn67E0FwbFHequgUm4RBq,1.07e-05,7,0.135,-9.23,0,Bad Outside Friends,1,1929,0.0551,104.838,0.843,1929
0.976,"['Giuseppe Verdi', 'Julius Patzak', 'Unknown Orchestra', 'Manfred Gurlitt']",0.381,265283,0.179,0,0i6OhFjTxLS0n42NAOBHIq,0.00048300000000000003,3,0.08199999999999999,-14.569,1,"La traviata: Ach, ihres Auges Zauberblick (Alfredo's Aria) - Sung in German",0,1929-01-01,0.0535,77.399,0.29100000000000004,1929
0.0606,['Эрих Мария Ремарк'],0.6990000000000001,105300,0.308,1,0jx0AbWUGmoaGtg4WPHxUc,0.0,1,0.266,-18.083,1,Часть 8.2 - На Западном фронте без перемен,0,1929,0.9420000000000001,135.08,0.728,1929
0.0247,['Эрих Мария Ремарк'],0.682,121200,0.264,1,0k3FP0cfLHUV53kj3JCFqJ,0.0,0,0.304,-17.41,1,Часть 24.2 - На Западном фронте без перемен,0,1929,0.956,145.134,0.68,1929
0.992,['Ignacio Corsini'],0.384,150400,0.23399999999999999,0,0kANpMBuPKEJELYjiSxpPE,0.797,8,0.111,-24.497,1,La Yerra - Remasterizado,0,1929-06-20,0.0912,83.67399999999998,0.701,1929
0.268,['Эрнест Хемингуэй'],0.7140000000000001,108100,0.18600000000000005,1,0kG6U0cZetGO2KFcc6c3G5,0.0,6,0.5589999999999999,-23.515,1,Часть 49.2 & Часть 50.1 - Прощай оружие,0,1929,0.909,63.74800000000001,0.711,1929
0.9940000000000001,"['Francisco Canaro', 'Charlo']",0.318,202000,0.20800000000000002,0,0kll9PYaGJwsR8nz5kZgmu,0.88,9,0.14400000000000002,-14.275,1,Poema de Amor - Remasterizado,0,1929-11-06,0.0566,77.403,0.62,1929
0.99,"['Ludwig van Beethoven', 'Elisabeth Ohms', 'Unknown Orchestra', 'Manfred Gurlitt']",0.251,474084,0.114,0,0lFrdmtbQK95vmjGISQqE3,0.00957,4,0.126,-14.515999999999998,1,"Fidelio, Op. 72: Abscheulicher! Wo eilst du hin?",0,1929-01-01,0.0493,74.021,0.0733,1929
0.33299999999999996,['Эрнест Хемингуэй'],0.723,111700,0.22399999999999998,1,0mrZTMFajmTfaQADqZ5Xcm,0.0,6,0.45299999999999996,-21.794,0,Часть 88.2 - Прощай оружие,0,1929,0.9490000000000001,64.501,0.7390000000000001,1929
0.038,['Эрих Мария Ремарк'],0.7140000000000001,160089,0.35200000000000004,1,0nG4YOVDmh7Px1ywhjKJEr,0.0,8,0.276,-19.028,1,Часть 53.3 & Часть 54.1 - На Западном фронте без перемен,0,1929,0.91,130.372,0.561,1929
0.0108,['Эрих Мария Ремарк'],0.687,154537,0.212,1,0oAOnrVBIseZ4GuHishV1a,0.0,9,0.244,-19.043,1,Часть 113.2 & Часть 114.1 - На Западном фронте без перемен,0,1929,0.9540000000000001,83.931,0.624,1929
0.978,"['Francisco Canaro', 'Charlo']",0.696,177920,0.45399999999999996,0,0oRgT9qRdlHi9xmCWFgshf,0.469,1,0.35200000000000004,-8.845,0,Payador - Remasterizado,0,1929-10-04,0.27,121.491,0.598,1929
0.9940000000000001,['Francisco Canaro'],0.792,204080,0.187,0,0oVSyRQdM1DQtuTZRrzHTj,0.885,2,0.19899999999999998,-17.188,1,Felicia - Instrumental (Remasterizado),0,1929-10-18,0.261,117.64399999999999,0.6809999999999999,1929
0.991,['Mariano e Caçula'],0.679,191264,0.127,0,0pyS3sAEE9ANhUSsrFBkSo,0.0,6,0.136,-11.501,1,Jorginho do Sertão,0,1929-05-13,0.0839,99.514,0.42200000000000004,1929
0.256,['Эрнест Хемингуэй'],0.731,112472,0.18100000000000002,1,0qlE091LmwHTCvRC9tjP1m,0.0,11,0.39899999999999997,-23.18,0,Часть 63.3 & Часть 64.1 - Прощай оружие,0,1929,0.898,64.83,0.61,1929
0.991,['Francisco Canaro'],0.688,186000,0.182,0,0qppesKLoIWziqnxgJOiul,0.828,7,0.11699999999999999,-12.841,0,Abuelita - Instrumental (Remasterizado),0,1929-11-05,0.0537,115.053,0.774,1929
0.987,"['Teodoro Cottrau', 'Umberto Urbano', 'Unknown Orchestra']",0.529,195224,0.207,0,0s5p1UJrQPGIVxoY00hjEf,0.00214,0,0.8009999999999999,-12.421,0,Addio mia bella Napoli,0,1929-01-01,0.135,76.57300000000002,0.276,1929
0.981,"['Johann Strauss II', 'Margret Pfahl', 'Waldemar Henke', 'Willi Domgraf-Fassbaender', 'Staatskapelle Berlin', 'Hermann Weigert']",0.52,301268,0.23,0,0sFUlTx0V7OXwCMK8byQNi,0.000202,2,0.363,-12.338,1,Die Fledermaus (short version): Part 6,0,1929-01-01,0.425,84.26899999999998,0.392,1929
0.9890000000000001,"['Johann Strauss II', 'Margret Pfahl', 'Franz Völker', 'Leonard Kern', 'Staatskapelle Berlin', 'Hermann Weigert']",0.522,298474,0.24600000000000002,0,0sQMDn0NJk3a78yShpJ3Gq,0.011000000000000001,7,0.201,-13.876,1,Die Fledermaus (short version): Part 3,0,1929-01-01,0.342,74.721,0.382,1929
0.0862,['Эрих Мария Ремарк'],0.691,239100,0.271,1,0skLi9EAUZ8pah4lyThsoi,0.0,10,0.125,-17.285999999999998,0,Часть 33.2 - На Западном фронте без перемен,0,1929,0.935,83.79799999999999,0.6779999999999999,1929
0.415,['Эрнест Хемингуэй'],0.718,297444,0.239,1,0skcGdERHRPAUgYqkMHwEx,0.0,0,0.27699999999999997,-17.485,1,Часть 57.3 & Часть 58.1 - Прощай оружие,0,1929,0.9109999999999999,124.944,0.728,1929
0.985,['Memphis Minnie'],0.687,174933,0.212,0,0t3HUbVk3Dz5RrxHI7MB9O,0.000503,7,0.0972,-9.349,1,Please Don't Stop Him,1,1929,0.0874,131.751,0.802,1929
0.993,['Ignacio Corsini'],0.413,170600,0.217,0,0tCdkuGkgOTsbmGECStjYX,0.93,5,0.111,-24.884,0,Desde Que Te Fuiste - Remasterizado,0,1929-06-21,0.0982,177.013,0.579,1929
0.988,['Ignacio Corsini'],0.732,132613,0.155,0,0uVENn3Qp1LJRTCQaUAhGB,0.0132,4,0.307,-19.715999999999998,0,Se Casó Rossina - Remasterizado,0,1929-06-20,0.325,64.258,0.7709999999999999,1929
0.426,['Эрнест Хемингуэй'],0.726,99500,0.184,1,0ur30GjK9mt8HxDiRpCjhS,0.0,6,0.457,-20.906999999999996,1,Часть 84.3 - Прощай оружие,0,1929,0.856,104.777,0.7,1929
0.0492,['Эрих Мария Ремарк'],0.631,123902,0.311,1,0v818acgvblqQXtRpdzOCO,0.0,9,0.376,-19.195999999999998,0,Часть 23.3 & Часть 24.1 - На Западном фронте без перемен,0,1929,0.9359999999999999,75.822,0.59,1929
0.98,['Mistinguett'],0.7070000000000001,194026,0.316,0,0w3WuMrdtHqdSm3sdGDxQq,0.0,4,0.0851,-12.235,1,Gosse De Paris,0,1929,0.221,111.13799999999999,0.804,1929
0.986,"['Johann Strauss II', 'Else Ruziczka', 'Adele Kern', 'Staatskapelle Berlin', 'Hermann Weigert']",0.569,313771,0.158,0,0whM13Dc9ThLQIko6inQKh,2.05e-05,7,0.39,-14.624,1,Die Fledermaus (short version): Part 4,0,1929-01-01,0.574,79.071,0.425,1929
0.986,['Francisco Canaro'],0.527,155053,0.6940000000000001,0,0x4SEvJoferF3WHOnwI98a,0.619,3,0.23800000000000002,-5.867000000000001,1,"Venga, Minina - Instrumental (Remasterizado)",0,1929-10-18,0.0884,99.86,0.924,1929
0.995,"['Francisco Canaro', 'Ada Falcón']",0.389,169507,0.15,0,0xN4519TbFektBpgVu7OBv,0.893,11,0.107,-19.941,1,Osaka - Remasterizado,0,1929-11-06,0.0754,206.354,0.897,1929
0.986,['Ignacio Corsini'],0.601,125307,0.252,0,0xk5FFfb4bZ5djx8SWCjjT,0.00155,4,0.134,-20.901999999999997,1,Hojarasca - Remasterizado,0,1929-06-21,0.0719,133.739,0.59,1929
0.9690000000000001,['Mistinguett'],0.637,150047,0.184,0,0xm39QlrWy3ZZsCb7dP6c4,0.0,7,0.321,-12.267999999999999,0,C'est Tout C'que J'ai,0,1929,0.053,92.06200000000001,0.633,1929
0.971,"['Cornélio Pires', 'Pedro Massa']",0.7170000000000001,136018,0.371,0,0xqqDGXtTBHwgQFKqHKvOo,0.0,0,0.111,-12.664000000000001,1,Batizado do Sapinho,0,1929-08-07,0.846,87.103,0.6729999999999999,1929
0.993,"['Francisco Canaro', 'Charlo']",0.366,207000,0.257,0,0xvx2U2XulYnAvXKmNv6xt,0.8190000000000001,2,0.152,-8.773,1,Amor Pagano - Remasterizado,0,1929-10-31,0.0417,125.2,0.262,1929
0.9890000000000001,"['Francisco Canaro', 'Charlo']",0.675,170053,0.413,0,0yIzY4cjjbFpHzfeoNZTGq,0.0163,2,0.0634,-6.114,0,Neura - Remasterizado,0,1929-10-18,0.0603,118.367,0.7759999999999999,1929
0.995,"['Francisco Canaro', 'Charlo']",0.65,169000,0.179,0,0yTU3Xlyo3iArivBG9tnzr,0.8270000000000001,2,0.174,-13.546,1,Departamento Se Alquila - Remasterizado,0,1929-11-06,0.124,114.99799999999999,0.6729999999999999,1929
0.9940000000000001,['Francisco Canaro'],0.805,167000,0.19899999999999998,0,0yre6f3auK7xZQ7SZq9IzW,0.792,2,0.125,-13.542,1,"Oiga, Garcon - Instrumental (Remasterizado)",0,1929-10-22,0.0963,116.72399999999999,0.7929999999999999,1929
